count
3
1
3
4
2
1
5
2
2
3
5
2
1
4
3
4
1
1
1
3
4
1
5
2
1
1
1
3
3
8
5
1
1
8
1
5
3
1
1
1
1
1
1
1
2
1
6
1
2
1
4
2
1
1
1
1
1
1
1
2
1
1
7
2
3
3
2
4
9
5
1
3
1
2
1
5
2
1
1
2
6
1
2
1
1
3
3
8
5
1
1
2
1
1
1
2
2
3
4
1
1
3
1
10
7
5
3
3
2
3
1
1
3
1
2
1
1
3
3
4
1
5
6
1
1
3
1
1
3
1
8
1
1
151
173
1
1
6
4
1
1
5
2
1
2
1
1
1
1
2
1
2
1
2
2
1
1
1
4
6
3
3
4
2
3
1
1
1
1
2
5
1
4
3
2
4
1
3
2
2
7
4
1
5
3
4
4
1
4
3
4
5
7
4
1
1
1
1
1
2
4
5
1
3
2
7
4
2
2
2
1
2
1
2
1
1
2
1
2
1
5
1
1
2
4
1
1
1
2
2
1
1
2
1
4
3
3
1
2
1
1
1
2
3
1
1
2
1
1
1
1
1
1
2
1
1
1
1
2
1
2
3
4
2
2
1
1
1
1
2
1
2
1
1
1
2
1
1
1
1
1
117
50
1
1
4
1
1
1
1
1
1
1
1
2
4
1
1
2
2
2
3
2
3
1
2
3
1
1
1
2
1
1
1
1
1
3
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
2
1
1
1
2
1
1
1
1
1
1
1
12
9
1
1
1
2
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
6
7
1
1
1
1
1
1
1
2
4
4
9
2
3
5
3
7
1
5
4
5
1
1
6
5
1
5
4
7
2
1
3
1
2
6
3
4
3
5
4
3
5
6
7
4
5
2
4
1
11
1
1
3
7
8
6
5
1
3
1
7
7
6
3
2
1
1
1
1
1
3
2
1
2
2
2
1
1
1
2
7
2
1
1
236
210
1
2
2
4
7
4
3
2
1
1
2
6
4
4
3
5
1
1
1
1
4
1
1
2
3
2
4
3
5
4
8
1
10
6
2
4
5
6
4
5
3
1
2
3
1
1
1
5
1
3
2
1
3
2
1
8
2
1
1
1
1
1
2
1
2
2
8
4
3
3
6
4
4
1
1
2
6
1
1
2
1
1
1
4
3
1
2
7
1
3
1
2
1
3
7
3
7
2
1
1
1
1
5
7
2
1
3
3
1
5
7
3
5
1
1
2
1
1
2
3
1
1
2
2
2
4
2
7
2
2
3
11
2
4
8
7
2
2
4
9
1
9
1
3
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
2
1
1
1
21
1
1
1
1
1
2
1
1
1
1
21
1
1
1
1
1
1
1
2
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
2
2
2
1
1
1
1
1
3
3
1
2
2
1
1
2
2
1
1
1
2
2
1
2
2
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
3
2
2
1
2
1
1
1
1
1
1
1
4
42
31
1
1
1
2
1
1
1
1
1
2
1
1
1
1
2
2
1
1
1
1
1
2
1
1
1
1
1
1
3
2
1
1
2
2
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
3
1
2
2
2
1
1
2
1
3
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
2
2
1
1
1
1
1
1
2
3
1
2
1
3
1
1
1
1
2
1
2
1
1
2
51
39
1
1
1
1
1
3
1
1
1
1
1
1
1
1
4
1
2
1
1
1
1
1
1
1
2
2
3
4
6
1
1
4
8
1
3
1
4
2
1
1
2
3
3
8
10
7
5
1
8
1
9
6
1
2
1
2
8
4
6
3
1
1
2
1
1
6
4
10
6
1
1
7
5
7
5
6
2
1
1
2
1
5
4
1
1
4
1
1
2
1
7
5
1
1
1
3
3
1
2
2
2
1
5
4
8
5
7
2
4
3
9
12
1
4
1
1
1
2
2
1
1
1
7
2
1
1
2
8
2
6
7
1
2
1
3
2
6
1
6
1
9
4
3
1
7
8
6
5
11
4
6
4
5
5
3
1
2
2
2
2
1
5
6
8
1
5
8
2
4
7
1
5
3
1
231
378
1
4
1
1
1
2
13
1
1
1
2
1
1
1
1
2
2
1
1
2
5
5
5
1
3
2
2
2
7
2
6
7
5
4
3
3
2
2
3
8
6
5
4
6
5
4
4
1
1
1
6
1
2
3
2
6
1
9
2
7
4
6
1
3
6
1
2
7
1
9
2
7
8
11
2
9
9
8
3
11
7
5
2
2
4
3
4
1
4
1
8
4
1
1
10
4
1
1
2
3
7
2
4
3
1
4
6
4
1
1
2
1
4
2
8
1
7
3
7
5
3
4
1
1
2
5
2
1
3
3
1
1
1
1
2
2
1
1
2
2
2
1
2
9
2
5
4
7
6
10
1
1
1
1
2
1
1
1
7
5
1
1
3
1
6
3
7
2
3
13
2
1
7
3
8
5
3
3
1
1
5
6
4
1
6
6
3
1
5
4
5
1
9
1
2
5
3
3
5
2
5
4
11
5
1
3
5
2
3
1
1
194
341
1
1
1
2
1
1
1
2
2
1
7
5
1
1
1
1
2
1
2
3
3
4
1
2
4
4
11
4
5
9
5
6
2
1
1
1
7
6
4
4
3
8
1
3
3
6
6
1
1
2
3
4
5
2
9
4
3
7
1
1
4
10
7
7
3
2
7
1
3
6
6
1
1
2
1
2
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
14
24
1
1
1
1
1
2
1
1
2
1
2
1
2
1
1
1
2
1
1
1
1
1
3
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
4
4
1
1
1
1
1
1
1
1
1
2
1
1
2
1
1
1
2
1
1
1
2
3
1
1
1
1
1
1
1
1
1
1
1
1
1
18
2
1
2
1
1
1
1
1
1
2
1
30
1
2
1
1
1
1
1
1
1
1
2
1
1
1
2
1
2
2
1
1
1
1
1
1
3
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
2
1
1
2
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
3
1
3
1
1
1
1
1
1
2
1
1
34
25
1
2
1
1
1
1
1
1
2
1
2
1
1
1
1
1
3
2
1
2
1
1
1
1
1
3
1
1
1
1
1
1
1
1
1
2
3
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
18
1
2
1
1
1
1
2
20
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
2
1
2
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
5
1
4
1
1
3
1
1
1
2
1
1
1
1
2
1
26
19
1
3
1
1
1
1
2
1
1
1
1
1
1
1
2
1
2
1
1
1
1
1
1
1
1
2
2
1
1
1
1
2
1
2
2
2
1
2
1
1
2
1
1
1
1
1
2
2
1
1
1
2
1
1
2
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
2
2
1
3
1
1
1
2
1
1
45
31
1
1
1
1
1
2
1
1
1
1
2
2
1
1
1
1
2
1
2
2
1
1
2
2
1
1
1
2
1
2
3
1
1
1
1
1
2
1
1
1
1
1
1
2
1
1
2
1
1
1
1
1
1
30
29
1
1
1
1
2
2
1
1
1
1
1
1
1
1
2
1
2
1
1
1
1
1
1
1
1
1
2
